,forward_RE,forward_FC,prices_SB,production_RE,production_FC,Offshore DK2,Offshore DK1,Onshore DK2,Onshore DK1
14038,-1.13,13.15101014347308,7.0,0.1274509803921568,0.0694533372339311,0.1226927252985884,0.1701208981001727,0.1506172839506173,0.0862464183381088
14039,-1.12,3.987087869690731,3.0,0.088235294117647,0.1633988085584144,0.1129207383279044,0.2003454231433506,0.1407407407407407,0.098567335243553
14040,-1.15,2.4507183352337054,3.0,0.1029411764705882,0.0,0.0792616720955483,0.272020725388601,0.1098765432098765,0.136676217765043
14041,-1.17,-3.3287125730163893,4.16,0.1127450980392156,0.0419258556517619,0.0564603691639522,0.2918825561312608,0.0876543209876543,0.1452722063037249
14042,-1.18,8.425711830507804,4.16,0.1127450980392156,0.2898515620362542,0.0445168295331161,0.2746113989637305,0.074074074074074,0.1495702005730659
14043,-1.17,-9.997886052282542,7.0,0.1029411764705882,0.0665661317164914,0.0271444082519001,0.2003454231433506,0.0604938271604938,0.1318051575931232
14044,-0.03,1.092862786170146,15.64,0.0784313725490196,0.0047872506361589,0.01628664495114,0.1580310880829015,0.0481481481481481,0.1083094555873925
14045,0.1,3.1574079004246687,30.0,0.034313725490196,0.0,0.01085776330076,0.1226252158894646,0.0333333333333333,0.0785100286532951
14046,1.58,0.6895496537518615,36.0,0.0049019607843137,0.0,0.008686210640608,0.0932642487046632,0.0296296296296296,0.0702005730659025
14047,2.17,2.289597265052981,36.0,0.0,0.0,0.009771986970684,0.0664939550949913,0.0185185185185185,0.0541547277936962
14048,1.39,-2.7236234004229205,36.0,0.0,0.0875183188656858,0.009771986970684,0.0561312607944732,0.0148148148148148,0.0329512893982808
14049,1.48,7.117549377249992,29.0,0.0,0.0910384338718439,0.00542888165038,0.0474956822107081,0.0111111111111111,0.0220630372492836
14050,0.94,-12.847558851255616,22.13,0.0,0.0,0.00542888165038,0.0259067357512953,0.0098765432098765,0.0148997134670487
14051,1.34,-1.9632842501796508,15.66,0.0,0.0,0.00542888165038,0.0138169257340241,0.0111111111111111,0.0131805157593123
14052,2.61,5.382302647170622,16.0,0.0,0.0,0.006514657980456,0.0060449050086355,0.0123456790123456,0.0120343839541547
14053,2.21,2.0838988210244755,15.1,0.0,0.0,0.006514657980456,0.003454231433506,0.0135802469135802,0.0134670487106017
14054,4.07,7.904117713551296,16.65,0.0,0.0,0.008686210640608,0.003454231433506,0.0172839506172839,0.0160458452722063
14055,7.96,7.158556042536094,23.0,0.0,0.0,0.008686210640608,0.0025906735751295,0.0246913580246913,0.020916905444126
14056,16.99,17.461682950957947,37.0,0.0,0.0,0.00542888165038,0.0043177892918825,0.0271604938271604,0.028080229226361
14057,17.34,11.10679277785048,60.5,0.0,0.0728582782623719,0.007600434310532,0.0086355785837651,0.028395061728395,0.0366762177650429
14058,45.57,57.75763503979016,60.0,0.0,0.0,0.003257328990228,0.0241796200345423,0.0308641975308641,0.0449856733524355
14059,53.09,59.49912207294801,53.09,0.0,0.0,0.001085776330076,0.0379965457685664,0.028395061728395,0.0449856733524355
14060,53.89,53.92110575254409,53.89,0.0,0.0,0.001085776330076,0.0414507772020725,0.0246913580246913,0.0426934097421203
14061,52.28,50.10507871455391,52.28,0.0147058823529411,0.2498513739921221,0.001085776330076,0.0595854922279792,0.0234567901234567,0.0461318051575931
14062,13.4,7.980158401417565,23.5,0.0735294117647058,0.0736593637808315,0.003257328990228,0.1390328151986183,0.0234567901234567,0.0553008595988538
14063,37.03,39.63346900318466,37.03,0.0735294117647058,0.0726655561262969,0.004343105320304,0.1951640759930915,0.0222222222222222,0.0607449856733524
14064,41.07,49.16428155258109,41.07,0.0784313725490196,0.0,0.008686210640608,0.238341968911917,0.0333333333333333,0.0527220630372492
