"Imbalance settlement period (UTC)","+ Imbalance Price [EUR/MWh] - IPA|DK2","+ Scarcity [EUR/MWh] - IPA|DK2","+ Incentive [EUR/MWh] - IPA|DK2","+ Financial Neutrality [EUR/MWh] - IPA|DK2","- Imbalance Price [EUR/MWh] - IPA|DK2","- Scarcity [EUR/MWh] - IPA|DK2","- Incentive [EUR/MWh] - IPA|DK2","- Financial Neutrality [EUR/MWh] - IPA|DK2","Currency","Status","Total Imbalance [MWh] - IPA|DK2","Difference","Situation","Status"
"08.01.2022 23:00 - 09.01.2022 00:00","85.03","","","","85.03","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 00:00 - 09.01.2022 01:00","84.40","","","","84.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 01:00 - 09.01.2022 02:00","80.24","","","","80.24","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 02:00 - 09.01.2022 03:00","63.00","","","","63.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 03:00 - 09.01.2022 04:00","59.83","","","","59.83","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 04:00 - 09.01.2022 05:00","51.85","","","","51.85","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 05:00 - 09.01.2022 06:00","74.29","","","","74.29","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 06:00 - 09.01.2022 07:00","84.44","","","","84.44","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 07:00 - 09.01.2022 08:00","97.26","","","","97.26","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 08:00 - 09.01.2022 09:00","119.97","","","","119.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 09:00 - 09.01.2022 10:00","156.00","","","","156.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 10:00 - 09.01.2022 11:00","156.00","","","","156.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 11:00 - 09.01.2022 12:00","248.72","","","","248.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 12:00 - 09.01.2022 13:00","234.00","","","","234.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 13:00 - 09.01.2022 14:00","264.88","","","","264.88","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 14:00 - 09.01.2022 15:00","254.77","","","","254.77","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 15:00 - 09.01.2022 16:00","410.00","","","","410.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 16:00 - 09.01.2022 17:00","295.78","","","","295.78","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 17:00 - 09.01.2022 18:00","295.78","","","","295.78","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 18:00 - 09.01.2022 19:00","268.89","","","","268.89","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 19:00 - 09.01.2022 20:00","168.00","","","","168.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 20:00 - 09.01.2022 21:00","159.54","","","","159.54","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 21:00 - 09.01.2022 22:00","159.54","","","","159.54","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 22:00 - 09.01.2022 23:00","157.00","","","","157.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"09.01.2022 23:00 - 10.01.2022 00:00","155.00","","","","155.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 00:00 - 10.01.2022 01:00","127.00","","","","127.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 01:00 - 10.01.2022 02:00","121.50","","","","121.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 02:00 - 10.01.2022 03:00","121.50","","","","121.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 03:00 - 10.01.2022 04:00","121.50","","","","121.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 04:00 - 10.01.2022 05:00","130.00","","","","130.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 05:00 - 10.01.2022 06:00","140.00","","","","140.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 06:00 - 10.01.2022 07:00","299.95","","","","299.95","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 07:00 - 10.01.2022 08:00","313.92","","","","313.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 08:00 - 10.01.2022 09:00","315.00","","","","315.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 09:00 - 10.01.2022 10:00","310.41","","","","310.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 10:00 - 10.01.2022 11:00","310.08","","","","310.08","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 11:00 - 10.01.2022 12:00","340.00","","","","340.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 12:00 - 10.01.2022 13:00","337.00","","","","337.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 13:00 - 10.01.2022 14:00","180.00","","","","180.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 14:00 - 10.01.2022 15:00","144.00","","","","144.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 15:00 - 10.01.2022 16:00","166.58","","","","166.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 16:00 - 10.01.2022 17:00","396.61","","","","396.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 17:00 - 10.01.2022 18:00","311.32","","","","311.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 18:00 - 10.01.2022 19:00","376.45","","","","376.45","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 19:00 - 10.01.2022 20:00","261.53","","","","261.53","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 20:00 - 10.01.2022 21:00","242.73","","","","242.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 21:00 - 10.01.2022 22:00","211.83","","","","211.83","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 22:00 - 10.01.2022 23:00","141.00","","","","141.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"10.01.2022 23:00 - 11.01.2022 00:00","154.50","","","","154.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 00:00 - 11.01.2022 01:00","155.00","","","","155.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 01:00 - 11.01.2022 02:00","150.00","","","","150.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 02:00 - 11.01.2022 03:00","150.00","","","","150.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 03:00 - 11.01.2022 04:00","145.79","","","","145.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 04:00 - 11.01.2022 05:00","162.50","","","","162.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 05:00 - 11.01.2022 06:00","231.44","","","","231.44","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 06:00 - 11.01.2022 07:00","291.51","","","","291.51","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 07:00 - 11.01.2022 08:00","300.02","","","","300.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 08:00 - 11.01.2022 09:00","297.16","","","","297.16","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 09:00 - 11.01.2022 10:00","275.67","","","","275.67","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 10:00 - 11.01.2022 11:00","144.00","","","","144.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 11:00 - 11.01.2022 12:00","144.00","","","","144.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 12:00 - 11.01.2022 13:00","141.50","","","","141.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 13:00 - 11.01.2022 14:00","141.50","","","","141.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 14:00 - 11.01.2022 15:00","145.00","","","","145.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 15:00 - 11.01.2022 16:00","160.61","","","","160.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 16:00 - 11.01.2022 17:00","308.81","","","","308.81","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 17:00 - 11.01.2022 18:00","150.00","","","","150.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 18:00 - 11.01.2022 19:00","150.00","","","","150.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 19:00 - 11.01.2022 20:00","141.00","","","","141.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 20:00 - 11.01.2022 21:00","141.00","","","","141.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 21:00 - 11.01.2022 22:00","141.00","","","","141.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 22:00 - 11.01.2022 23:00","140.00","","","","140.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"11.01.2022 23:00 - 12.01.2022 00:00","147.62","","","","147.62","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 00:00 - 12.01.2022 01:00","145.09","","","","145.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 01:00 - 12.01.2022 02:00","143.67","","","","143.67","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 02:00 - 12.01.2022 03:00","143.41","","","","143.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 03:00 - 12.01.2022 04:00","144.31","","","","144.31","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 04:00 - 12.01.2022 05:00","146.02","","","","146.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 05:00 - 12.01.2022 06:00","213.87","","","","213.87","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 06:00 - 12.01.2022 07:00","266.63","","","","266.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 07:00 - 12.01.2022 08:00","292.90","","","","292.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 08:00 - 12.01.2022 09:00","285.71","","","","285.71","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 09:00 - 12.01.2022 10:00","134.50","","","","134.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 10:00 - 12.01.2022 11:00","134.50","","","","134.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 11:00 - 12.01.2022 12:00","193.76","","","","193.76","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 12:00 - 12.01.2022 13:00","143.19","","","","143.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 13:00 - 12.01.2022 14:00","133.35","","","","133.35","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 14:00 - 12.01.2022 15:00","126.00","","","","126.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 15:00 - 12.01.2022 16:00","126.00","","","","126.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 16:00 - 12.01.2022 17:00","145.00","","","","145.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 17:00 - 12.01.2022 18:00","145.00","","","","145.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 18:00 - 12.01.2022 19:00","144.00","","","","144.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 19:00 - 12.01.2022 20:00","125.00","","","","125.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 20:00 - 12.01.2022 21:00","20.14","","","","20.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 21:00 - 12.01.2022 22:00","18.12","","","","18.12","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 22:00 - 12.01.2022 23:00","9.46","","","","9.46","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"12.01.2022 23:00 - 13.01.2022 00:00","9.00","","","","9.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 00:00 - 13.01.2022 01:00","9.00","","","","9.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 01:00 - 13.01.2022 02:00","7.57","","","","7.57","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 02:00 - 13.01.2022 03:00","1.00","","","","1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 03:00 - 13.01.2022 04:00","1.00","","","","1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 04:00 - 13.01.2022 05:00","1.00","","","","1.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 05:00 - 13.01.2022 06:00","11.81","","","","11.81","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 06:00 - 13.01.2022 07:00","15.00","","","","15.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 07:00 - 13.01.2022 08:00","25.63","","","","25.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 08:00 - 13.01.2022 09:00","29.95","","","","29.95","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 09:00 - 13.01.2022 10:00","29.95","","","","29.95","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 10:00 - 13.01.2022 11:00","24.22","","","","24.22","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 11:00 - 13.01.2022 12:00","21.41","","","","21.41","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 12:00 - 13.01.2022 13:00","26.00","","","","26.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 13:00 - 13.01.2022 14:00","17.68","","","","17.68","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 14:00 - 13.01.2022 15:00","18.82","","","","18.82","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 15:00 - 13.01.2022 16:00","19.66","","","","19.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 16:00 - 13.01.2022 17:00","36.30","","","","36.30","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 17:00 - 13.01.2022 18:00","23.66","","","","23.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 18:00 - 13.01.2022 19:00","19.82","","","","19.82","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 19:00 - 13.01.2022 20:00","18.06","","","","18.06","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 20:00 - 13.01.2022 21:00","17.82","","","","17.82","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 21:00 - 13.01.2022 22:00","14.92","","","","14.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 22:00 - 13.01.2022 23:00","11.49","","","","11.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"13.01.2022 23:00 - 14.01.2022 00:00","14.93","","","","14.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 00:00 - 14.01.2022 01:00","8.50","","","","8.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 01:00 - 14.01.2022 02:00","8.40","","","","8.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 02:00 - 14.01.2022 03:00","6.72","","","","6.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 03:00 - 14.01.2022 04:00","6.72","","","","6.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 04:00 - 14.01.2022 05:00","6.00","","","","6.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 05:00 - 14.01.2022 06:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 06:00 - 14.01.2022 07:00","15.50","","","","15.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 07:00 - 14.01.2022 08:00","71.64","","","","71.64","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 08:00 - 14.01.2022 09:00","68.73","","","","68.73","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 09:00 - 14.01.2022 10:00","75.21","","","","75.21","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 10:00 - 14.01.2022 11:00","76.85","","","","76.85","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 11:00 - 14.01.2022 12:00","68.38","","","","68.38","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 12:00 - 14.01.2022 13:00","52.07","","","","52.07","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 13:00 - 14.01.2022 14:00","52.09","","","","52.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 14:00 - 14.01.2022 15:00","70.00","","","","70.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 15:00 - 14.01.2022 16:00","119.50","","","","119.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 16:00 - 14.01.2022 17:00","141.68","","","","141.68","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 17:00 - 14.01.2022 18:00","143.55","","","","143.55","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 18:00 - 14.01.2022 19:00","145.49","","","","145.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 19:00 - 14.01.2022 20:00","137.02","","","","137.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 20:00 - 14.01.2022 21:00","145.63","","","","145.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 21:00 - 14.01.2022 22:00","145.17","","","","145.17","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 22:00 - 14.01.2022 23:00","144.70","","","","144.70","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"14.01.2022 23:00 - 15.01.2022 00:00","160.19","","","","160.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 00:00 - 15.01.2022 01:00","147.00","","","","147.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 01:00 - 15.01.2022 02:00","147.00","","","","147.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 02:00 - 15.01.2022 03:00","144.44","","","","144.44","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 03:00 - 15.01.2022 04:00","136.00","","","","136.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 04:00 - 15.01.2022 05:00","146.42","","","","146.42","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 05:00 - 15.01.2022 06:00","146.80","","","","146.80","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 06:00 - 15.01.2022 07:00","147.22","","","","147.22","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 07:00 - 15.01.2022 08:00","292.86","","","","292.86","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 08:00 - 15.01.2022 09:00","241.91","","","","241.91","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 09:00 - 15.01.2022 10:00","268.78","","","","268.78","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 10:00 - 15.01.2022 11:00","202.30","","","","202.30","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 11:00 - 15.01.2022 12:00","164.00","","","","164.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 12:00 - 15.01.2022 13:00","163.00","","","","163.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 13:00 - 15.01.2022 14:00","161.00","","","","161.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 14:00 - 15.01.2022 15:00","179.91","","","","179.91","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 15:00 - 15.01.2022 16:00","151.50","","","","151.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 16:00 - 15.01.2022 17:00","168.00","","","","168.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 17:00 - 15.01.2022 18:00","209.99","","","","209.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 18:00 - 15.01.2022 19:00","136.00","","","","136.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 19:00 - 15.01.2022 20:00","130.50","","","","130.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 20:00 - 15.01.2022 21:00","130.50","","","","130.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 21:00 - 15.01.2022 22:00","144.15","","","","144.15","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 22:00 - 15.01.2022 23:00","147.00","","","","147.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"15.01.2022 23:00 - 16.01.2022 00:00","147.00","","","","147.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 00:00 - 16.01.2022 01:00","140.00","","","","140.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 01:00 - 16.01.2022 02:00","130.00","","","","130.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 02:00 - 16.01.2022 03:00","129.77","","","","129.77","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 03:00 - 16.01.2022 04:00","137.40","","","","137.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 04:00 - 16.01.2022 05:00","137.88","","","","137.88","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 05:00 - 16.01.2022 06:00","17.97","","","","17.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 06:00 - 16.01.2022 07:00","137.00","","","","137.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 07:00 - 16.01.2022 08:00","138.00","","","","138.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 08:00 - 16.01.2022 09:00","135.19","","","","135.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 09:00 - 16.01.2022 10:00","66.00","","","","66.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 10:00 - 16.01.2022 11:00","16.47","","","","16.47","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 11:00 - 16.01.2022 12:00","16.29","","","","16.29","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 12:00 - 16.01.2022 13:00","17.39","","","","17.39","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 13:00 - 16.01.2022 14:00","17.27","","","","17.27","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 14:00 - 16.01.2022 15:00","30.00","","","","30.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 15:00 - 16.01.2022 16:00","30.00","","","","30.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 16:00 - 16.01.2022 17:00","30.84","","","","30.84","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 17:00 - 16.01.2022 18:00","25.32","","","","25.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 18:00 - 16.01.2022 19:00","22.40","","","","22.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 19:00 - 16.01.2022 20:00","17.96","","","","17.96","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 20:00 - 16.01.2022 21:00","18.34","","","","18.34","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 21:00 - 16.01.2022 22:00","17.20","","","","17.20","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 22:00 - 16.01.2022 23:00","13.20","","","","13.20","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"16.01.2022 23:00 - 17.01.2022 00:00","9.00","","","","9.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.01.2022 00:00 - 17.01.2022 01:00","9.00","","","","9.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.01.2022 01:00 - 17.01.2022 02:00","12.03","","","","12.03","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.01.2022 02:00 - 17.01.2022 03:00","10.09","","","","10.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"17.01.2022 03:00 - 17.01.2022 04:00","8.76","","","","8.76","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
