,forecasts_24h
2021-01-19 20:00:00,"[0.75118262 0.76814883 0.89305047 0.73494483 0.88333864 0.9519696
 0.98319769 0.9392681  0.97566015 0.95167637 0.98089034 0.95703995
 0.90075827 0.85222834 0.91263489 0.84868296 0.93203766 0.90628759
 0.95908885 0.87390911 0.875568   0.84912178 0.93220641 0.92016537]"
2021-01-19 21:00:00,"[0.85979602 0.93479802 0.76836496 0.90709028 0.96674089 0.99291001
 0.94583411 0.98000002 0.95453539 0.98278748 0.95829811 0.901591
 0.85277983 0.91300028 0.84892499 0.93219797 0.90639377 0.95915918
 0.8739557  0.87559885 0.84914222 0.93221995 0.92017434 0.93064318]"
2021-01-19 22:00:00,"[0.95940628 0.77957462 0.91606395 0.97311847 0.99687627 0.94844197
 0.98176306 0.95570069 0.98355515 0.95880751 0.90192883 0.85300343
 0.91314836 0.8490231  0.93226295 0.90643681 0.95918769 0.87397458
 0.87561136 0.84915051 0.93222543 0.92017798 0.93064559 0.97052175]"
2021-01-19 23:00:00,"[0.74185115 0.89887998 0.9593622  0.9870997  0.94236187 0.97776531
 0.95299801 0.98176879 0.95763069 0.90114794 0.85248555 0.91280559
 0.8487961  0.93211255 0.90633719 0.95912171 0.87393088 0.87558241
 0.84913133 0.93221273 0.92016956 0.93064001 0.97051806 0.98926021]"
2021-01-20 00:00:00,"[0.99540603 1.00333217 1.02229895 0.96737793 0.99332295 0.96322737
 0.98868434 0.96220159 0.90415915 0.85448368 0.91413073 0.84967317
 0.9326934  0.90672203 0.95937662 0.87409971 0.87569425 0.84920541
 0.9322618  0.92020207 0.93066154 0.97053232 0.98926966 0.94818471]"
2021-01-20 01:00:00,"[0.99548235 1.01872316 0.96451541 0.99128856 0.96196217 0.98785246
 0.96163919 0.90378743 0.8542388  0.91396823 0.8495654  0.93262207
 0.9066748  0.95934533 0.87407898 0.87568052 0.84919632 0.93225578
 0.92019808 0.9306589  0.97053056 0.9892685  0.94818394 0.90913355]"
2021-01-20 02:00:00,"[0.99801878 0.95508406 0.98373849 0.95659634 0.98451542 0.95944505
 0.90230408 0.85325836 0.91332234 0.84913681 0.93233784 0.90648667
 0.95922074 0.87399644 0.87562584 0.8491601  0.93223179 0.92018219
 0.93064838 0.97052359 0.98926388 0.94818088 0.90913152 0.8826597 ]"
2021-01-20 03:00:00,"[0.94330526 0.97837296 0.95230108 0.98146278 0.95754659 0.90105582
 0.85241448 0.91276457 0.84876936 0.93209401 0.90632497 0.95911371
 0.87392556 0.87557888 0.849129   0.93221119 0.92016854 0.93063934
 0.97051761 0.98925992 0.94817826 0.90912978 0.88265855 0.93511379]"
2021-01-20 04:00:00,"[0.99520047 0.95996642 0.9875991  0.96190767 0.903768   0.85419777
 0.91397016 0.84956621 0.93261896 0.90667331 0.95934472 0.87407846
 0.87568014 0.84919609 0.93225562 0.92019797 0.93065883 0.97053052
 0.98926847 0.94818392 0.90913353 0.88266104 0.93511544 0.91310234]"
2021-01-20 05:00:00,"[0.95222407 0.98407228 0.95908434 0.90176147 0.8529499  0.91314967
 0.84901152 0.93225233 0.90643178 0.95918445 0.87397217 0.87560979
 0.8491495  0.93222476 0.92017753 0.93064529 0.97052155 0.98926253
 0.94817999 0.90913093 0.88265931 0.93511429 0.91310158 0.9622736 ]"
2021-01-20 06:00:00,"[0.99879962 0.96579301 0.90713195 0.85676669 0.91552335 0.85057225
 0.93330746 0.90712918 0.95964389 0.87427703 0.87581197 0.84928331
 0.93231338 0.92023624 0.93068418 0.97054731 0.98927959 0.94819129
 0.90913841 0.88266427 0.93511758 0.91310376 0.96227504 0.91132865]"
2021-01-20 07:00:00,"[0.95360596 0.90158045 0.85232255 0.91236491 0.84860799 0.93201593
 0.90625604 0.95906678 0.87389685 0.87555969 0.84911601 0.93220264
 0.92016291 0.93063559 0.97051513 0.98925828 0.94817717 0.90912906
 0.88265807 0.93511347 0.91310104 0.96227324 0.91132746 0.74675445]"
2021-01-20 08:00:00,"[0.91302236 0.85753462 0.91653732 0.85157332 0.93386009 0.9074686
 0.95988653 0.87443867 0.87591663 0.84935286 0.93235972 0.92026687
 0.93070445 0.97056074 0.98928849 0.94819718 0.90914232 0.88266685
 0.93511929 0.91310489 0.96227579 0.91132915 0.74675557 0.79687535]"
2021-01-20 09:00:00,"[0.89019518 0.93141501 0.86348334 0.94232453 0.91273268 0.96334773
 0.87677861 0.87746324 0.85037173 0.93303581 0.92071524 0.93100121
 0.97075728 0.98941871 0.94828343 0.90919945 0.8827047  0.93514436
 0.91312149 0.96228679 0.91133643 0.74676039 0.79687855 0.37453368]"
2021-01-20 10:00:00,"[0.97344755 0.88263019 0.95765214 0.923626   0.97012235 0.88123301
 0.88047464 0.85236215 0.93434705 0.92158533 0.93157824 0.9711392
 0.98967164 0.94845102 0.90931045 0.88277822 0.93519306 0.91315375
 0.96230815 0.91135059 0.74676977 0.79688476 0.3745378  0.4018943 ]"
2021-01-20 11:00:00,"[0.8862611  0.9593061  0.92495005 0.97106335 0.88181823 0.88085942
 0.85262228 0.93451899 0.9216986  0.9316534  0.97118904 0.98970463
 0.94847286 0.90932492 0.88278781 0.93519941 0.91315796 0.96231094
 0.91135243 0.74677099 0.79688557 0.37453833 0.40189466 0.34336606]"
2021-01-20 12:00:00,"[1.01108432 0.94853629 0.98994483 0.89523727 0.88920481 0.85810948
 0.93822861 0.92415051 0.93326867 0.97226088 0.99041545 0.94894334
 0.9096365  0.88299424 0.93533615 0.91324853 0.96237093 0.91139217
 0.74679731 0.796903   0.37454988 0.40190231 0.34337113 0.33623441]"
2021-01-20 13:00:00,"[0.9350522  0.98380249 0.89032015 0.88571022 0.85593617 0.93679963
 0.92318445 0.93263014 0.97184023 0.99013633 0.94875823 0.90951398
 0.8829131  0.93528239 0.91321292 0.96234734 0.91137655 0.74678696
 0.79689615 0.37454534 0.4018993  0.34336914 0.33623309 0.25808625]"
2021-01-20 14:00:00,"[1.01007088 0.90228604 0.89528926 0.86274399 0.94103345 0.92596825
 0.93451213 0.97308414 0.99095579 0.94930199 0.9098746  0.88315178
 0.93544046 0.91331765 0.96241672 0.91142249 0.7468174  0.79691631
 0.37455869 0.40190814 0.343375   0.33623697 0.25808882 0.32927528]"
2021-01-20 15:00:00,"[0.88676888 0.88822082 0.85708549 0.93701196 0.92346726 0.93286769
 0.97197242 0.99022099 0.94881792 0.90955338 0.88293876 0.93529946
 0.91322427 0.96235485 0.91138152 0.74679025 0.79689833 0.37454679
 0.40190026 0.34336977 0.33623351 0.25808653 0.32927376 0.15475905]"
2021-01-20 16:00:00,"[0.92691889 0.87471341 0.95112362 0.9334964  0.93910488 0.97607346
 0.99299349 0.95065043 0.9107606  0.88373983 0.93583072 0.9135759
 0.96258771 0.9115358  0.74689245 0.79696602 0.37459162 0.40192995
 0.34338945 0.33624654 0.25809516 0.32927947 0.15476284 0.07273952]"
2021-01-20 17:00:00,"[0.88729368 0.95685424 0.93808393 0.94236523 0.97810109 0.99432669
 0.95155174 0.91135633 0.88413228 0.93609114 0.9137486  0.96270202
 0.9116115  0.74694261 0.79699924 0.37461363 0.40194453 0.3433991
 0.33625294 0.2580994  0.32928228 0.1547647  0.07274075 0.03418904]"
2021-01-20 18:00:00,"[1.00552966 0.96025677 0.96011524 0.990716   1.00217197 0.95671012
 0.91484365 0.88643726 0.93760961 0.9147562  0.96337025 0.91205378
 0.74723551 0.79719331 0.37474217 0.40202967 0.3434555  0.3362903
 0.25812414 0.32929867 0.15477555 0.07274794 0.0341938  0.01607259]"
2021-01-20 19:00:00,"[0.94711393 0.95412835 0.98592332 0.99876583 0.95459181 0.91345084
 0.88549565 0.93698724 0.9143462  0.96309819 0.91187336 0.74711609
 0.79711422 0.37468977 0.40199496 0.34343251 0.33627507 0.25811405
 0.32929199 0.15477113 0.07274501 0.03419186 0.01607131 0.2081062 ]"
2021-01-20 20:00:00,"[0.96640161 0.99151409 1.0032414  0.9577726  0.91542899 0.88679631
 0.93786655 0.91492739 0.96348106 0.91212742 0.74728458 0.79722574
 0.37476363 0.40204389 0.34346492 0.33629654 0.25812827 0.32930141
 0.15477737 0.07274914 0.0341946  0.01607312 0.2081074  0.17959147]"
2021-01-20 21:00:00,"[0.97319957 0.99489869 0.95109401 0.91068252 0.88384445 0.93592567
 0.91361526 0.9626138  0.91155608 0.74690546 0.79697431 0.37459721
 0.40193369 0.3433919  0.33624817 0.25809624 0.32928019 0.15476331
 0.07273983 0.03418843 0.01606904 0.20810469 0.17958967 0.08440728]"
2021-01-20 22:00:00,"[0.99609631 0.95163956 0.91111925 0.88415483 0.9361187  0.91374217
 0.9626996  0.91161279 0.74694282 0.7969991  0.37461366 0.40194457
 0.34339911 0.33625294 0.2580994  0.32928228 0.1547647  0.07274075
 0.03418904 0.01606944 0.20810496 0.17958985 0.0844074  0.03967159]"
2021-01-20 23:00:00,"[0.9485547  0.90971402 0.8830299  0.93531921 0.91324497 0.96237268
 0.91139178 0.74679674 0.79690287 0.3745498  0.40190222 0.34337108
 0.33623438 0.2580871  0.32927414 0.1547593  0.07273718 0.03418667
 0.01606787 0.20810392 0.17958916 0.08440695 0.03967129 0.01864552]"
2021-01-21 00:00:00,"[0.93148571 0.89294744 0.94325849 0.91888741 0.96588175 0.91369904
 0.74835656 0.79793385 0.37522898 0.4023529  0.34366996 0.33643221
 0.25821811 0.32936094 0.1548168  0.07277526 0.0342119  0.01608458
 0.20811499 0.17959649 0.0844118  0.03967451 0.01864765 0.14399887]"
2021-01-21 01:00:00,"[0.92108052 0.95607379 0.92914643 0.97317282 0.9182334  0.75133797
 0.79994942 0.3765612  0.40323054 0.34425233 0.33681842 0.25847374
 0.32953023 0.15492896 0.07284955 0.03426111 0.01611717 0.20813658
 0.17961079 0.08442127 0.03968078 0.01865181 0.14400162 0.06768157]"
2021-01-21 02:00:00,"[0.97426951 0.93743503 0.97980809 0.92294907 0.75427067 0.80187772
 0.37786482 0.40409218 0.34481996 0.33719508 0.25872353 0.32969556
 0.15503846 0.0729221  0.03430916 0.016149   0.20815766 0.17962476
 0.08443052 0.03968691 0.01865587 0.14400431 0.06768335 0.03181205]"
2021-01-21 03:00:00,"[0.91500687 0.96959151 0.91477041 0.7484581  0.79826284 0.37548799
 0.40248533 0.3437579  0.33649542 0.25825926 0.32938766 0.15483467
 0.07278714 0.03421974 0.01608977 0.20811843 0.17959877 0.08441331
 0.03967551 0.01864832 0.14399931 0.06768004 0.03180986 0.3265766 ]"
2021-01-21 04:00:00,"[0.92432656 0.89415112 0.73195176 0.7865318  0.36819239 0.39768837
 0.34051492 0.33435194 0.25684718 0.32845066 0.15421326 0.07237585
 0.03394736 0.0159093  0.20799889 0.1795196  0.08436087 0.03964077
 0.01862531 0.14398407 0.06766994 0.03180317 0.32657217 0.24073537]"
2021-01-21 05:00:00,"[0.85682813 0.71495023 0.77292158 0.35851962 0.39167282 0.33655961
 0.33167796 0.25507979 0.32728634 0.15344066 0.07186347 0.03360823
 0.01568471 0.20785009 0.17942103 0.08429558 0.03959752 0.01859666
 0.1439651  0.06765738 0.03179485 0.32656665 0.24073172 0.22785826]"
2021-01-21 06:00:00,"[0.74367315 0.78600558 0.36899374 0.39911676 0.34118905 0.33472187
 0.25713762 0.32864648 0.15433669 0.07245804 0.03400255 0.0159457
 0.20802293 0.17953555 0.08437144 0.03964776 0.01862994 0.14398714
 0.06767198 0.03180452 0.32657306 0.24073596 0.22786107 0.25311557]"
2021-01-21 07:00:00,"[0.86620142 0.40552491 0.42836103 0.36197291 0.34764748 0.26563639
 0.33439206 0.15813429 0.07495982 0.03566263 0.01704665 0.20875161
 0.18001813 0.08469117 0.03985955 0.01877021 0.14408006 0.06773352
 0.03184529 0.32660006 0.24075385 0.22787292 0.25312341 0.28998547]"
2021-01-21 08:00:00,"[0.40628074 0.42870533 0.36224854 0.34784337 0.26575821 0.33447216
 0.15818844 0.07499562 0.03568621 0.01706229 0.20876199 0.180025
 0.08469572 0.03986257 0.01877221 0.14408138 0.0677344  0.03184587
 0.32660045 0.2407541  0.22787309 0.25312353 0.28998554 0.3114584 ]"
2021-01-21 09:00:00,"[0.55203031 0.41842608 0.39281513 0.29771959 0.35434914 0.17125782
 0.08383116 0.04152615 0.02090952 0.21131487 0.18171803 0.08581629
 0.04060467 0.0192639  0.14440706 0.06795011 0.03198875 0.3266951
 0.24081679 0.22791461 0.25315103 0.29000376 0.31147047 0.41705603]"
2021-01-21 10:00:00,"[0.40147439 0.38509322 0.29153797 0.34995587 0.16852562 0.0820347
 0.04031166 0.02010679 0.21078605 0.18136712 0.08558357 0.04045064
 0.01916189 0.14433948 0.06790534 0.0319591  0.32667546 0.24080378
 0.227906   0.25314532 0.28999998 0.31146796 0.41705437 0.33521414]"
2021-01-21 11:00:00,"[0.38791046 0.29282129 0.35098321 0.16925575 0.08248877 0.04061021
 0.02030863 0.21091945 0.18145501 0.08564189 0.04048932 0.01918749
 0.14435643 0.06791658 0.03196654 0.32668038 0.24080705 0.22790816
 0.25314676 0.29000093 0.31146859 0.41705479 0.33521442 0.34861603]"
2021-01-21 12:00:00,"[0.22584234 0.32047266 0.14483116 0.06513024 0.02981484 0.01321053
 0.20612079 0.17828328 0.08355243 0.03910283 0.01826799 0.14374784
 0.06751353 0.0316995  0.3265035  0.24068989 0.22783056 0.25309535
 0.28996688 0.31144604 0.41703985 0.33520452 0.34860948 0.43798967]"
2021-01-21 13:00:00,"[0.27415579 0.12373269 0.04824031 0.01781118 0.00574538 0.20121235
 0.17496494 0.08135913 0.03765793 0.01730921 0.14311199 0.06709268
 0.03142079 0.32631884 0.24056758 0.22774954 0.25304169 0.28993134
 0.31142249 0.41702426 0.33519419 0.34860264 0.43798514 0.63506351]"
2021-01-21 14:00:00,"[ 0.05471865  0.01680272 -0.00735552 -0.01214057  0.19008897  0.16765117
  0.07641467  0.03438984  0.01515625  0.14168337  0.06614524  0.03079371
  0.32590355  0.24029242  0.22756728  0.25292098  0.28985137  0.31136953
  0.41698917  0.33517096  0.34858724  0.43797494  0.63505676  0.55939703]"
2021-01-21 15:00:00,"[0.0676446  0.0158042  0.00639946 0.20326535 0.17584564 0.08180264
 0.03803237 0.01756382 0.14326943 0.06719769 0.03149168 0.32636551
 0.24059836 0.22776999 0.25305524 0.2899403  0.31142843 0.41702819
 0.3351968  0.34860436 0.43798628 0.63506427 0.559402   0.53840922]"
2021-01-21 16:00:00,"[0.02144393 0.0089685  0.20532194 0.17730726 0.08271163 0.03863004
 0.01796788 0.14353649 0.06737363 0.03160842 0.32644294 0.24064961
 0.22780392 0.25307773 0.2899552  0.3114383  0.41703473 0.33520113
 0.34860723 0.43798818 0.63506553 0.55940283 0.53840977 0.49783862]"
2021-01-21 17:00:00,"[0.02338611 0.21188951 0.18256479 0.08644815 0.04095381 0.01949579
 0.14456943 0.06805636 0.03205819 0.32674139 0.24084754 0.22793493
 0.25316448 0.29001268 0.31147637 0.41705994 0.33521783 0.34861829
 0.43799551 0.63507038 0.55940605 0.5384119  0.49784003 0.64567638]"
2021-01-21 18:00:00,"[0.2355434  0.19333972 0.09507379 0.04708404 0.02330822 0.14707615
 0.06975103 0.0331783  0.32747929 0.24133718 0.22825965 0.25337941
 0.29015502 0.31157068 0.41712241 0.33525921 0.3486457  0.43801366
 0.63508241 0.55941401 0.53841718 0.49784353 0.64567869 0.57970899]"
2021-01-21 19:00:00,"[0.12657318 0.06466    0.02273691 0.00600474 0.13631502 0.06267544
 0.02839485 0.32431763 0.23925434 0.22687756 0.25246282 0.28954835
 0.31116891 0.41685622 0.33508289 0.34852892 0.43793631 0.63503117
 0.55938007 0.5383947  0.49782864 0.64566883 0.57970246 0.50540886]"
2021-01-21 20:00:00,"[4.97413619e-02 1.59411109e-02 5.64501146e-04 1.32448644e-01
 6.02709154e-02 2.68138471e-02 3.23248789e-01 2.38547882e-01
 2.26412158e-01 2.52154003e-01 2.89343547e-01 3.11033359e-01
 4.16766445e-01 3.35023407e-01 3.48489518e-01 4.37910213e-01
 6.35013882e-01 5.59368624e-01 5.38387112e-01 4.97823613e-01
 6.45665503e-01 5.79700253e-01 5.05407398e-01 4.95278015e-01]"
2021-01-21 21:00:00,"[0.02581547 0.00506252 0.13604944 0.06282999 0.02840535 0.32429523
 0.23925533 0.22687975 0.25246204 0.28954795 0.31116892 0.41685617
 0.33508283 0.34852889 0.43793629 0.63503115 0.55938006 0.53839469
 0.49782863 0.64566883 0.57970246 0.50540886 0.49527898 0.52847628]"
2021-01-21 22:00:00,"[0.00437986 0.13573847 0.06258106 0.02822843 0.3241852  0.23918298
 0.22683084 0.25242972 0.28952665 0.31115479 0.4168468  0.33507662
 0.34852478 0.43793357 0.63502935 0.55937887 0.5383939  0.49782811
 0.64566848 0.57970223 0.5054087  0.49527888 0.52847621 0.5606808 ]"
2021-01-21 23:00:00,"[0.14113731 0.06504036 0.03019718 0.32558438 0.24005314 0.22740298
 0.25281651 0.28978231 0.31132321 0.41695855 0.33515074 0.34857383
 0.43796606 0.63505088 0.55939313 0.53840334 0.49783436 0.64567262
 0.57970497 0.50541052 0.49528008 0.52847701 0.56068132 0.57260512]"
2021-01-22 00:00:00,"[0.00150015 0.00125306 0.30241377 0.22358581 0.21716185 0.24608283
 0.28523001 0.30831432 0.41497636 0.33383543 0.34770154 0.43738871
 0.63466852 0.5591398  0.53823554 0.49772322 0.64559901 0.57965621
 0.50537822 0.49525869 0.52846284 0.56067194 0.5725989  0.51534263]"
2021-01-22 01:00:00,"[0.03891269 0.31956865 0.2373188  0.22692187 0.25215265 0.289221
 0.31101242 0.4167597  0.33501025 0.34848111 0.43790571 0.63501071
 0.55936641 0.53838569 0.49782268 0.64566488 0.57969984 0.50540712
 0.49527783 0.52847552 0.56068034 0.57260446 0.51534632 0.42707234]"
2021-01-22 02:00:00,"[0.37867449 0.26424295 0.24847543 0.26747074 0.29874741 0.31727617
 0.4209943  0.33780915 0.35032497 0.43912923 0.63582213 0.55990347
 0.53874136 0.49805833 0.64582097 0.57980322 0.50547561 0.4953232
 0.52850557 0.56070024 0.57261765 0.51535505 0.42707813 0.42505967]"
2021-01-22 03:00:00,"[0.16877481 0.20498736 0.23265727 0.27400552 0.30188903 0.41087705
 0.3309694  0.34580417 0.43615101 0.6338459  0.55859286 0.5378739
 0.49748385 0.64544034 0.5795511  0.50530862 0.49521258 0.5284323
 0.56065171 0.5725855  0.51533376 0.42706402 0.42505033 0.46987575]"
2021-01-22 04:00:00,"[0.23720325 0.2473324  0.28575338 0.31023823 0.41606947 0.33438348
 0.34811225 0.43767657 0.6348509  0.55925974 0.53831617 0.49777657
 0.6456342  0.57967955 0.5053937  0.49526893 0.52846962 0.56067643
 0.57260188 0.5153446  0.42707121 0.42505509 0.46987891 0.42312467]"
2021-01-22 05:00:00,"[0.27196354 0.29697347 0.31922023 0.42245297 0.33835342 0.35072254
 0.43944125 0.63601729 0.56002813 0.53882604 0.49811472 0.64585801
 0.57982776 0.5054919  0.49533398 0.52851271 0.56070497 0.57262078
 0.51535712 0.4270795  0.42506058 0.46988255 0.42312708 0.50051197]"
2021-01-22 06:00:00,"[0.3188082  0.32916649 0.43041524 0.34401219 0.35424177 0.44175519
 0.63758162 0.56106209 0.5395072  0.4985667  0.64615776 0.58002616
 0.50562329 0.49542104 0.52857037 0.56074316 0.57264608 0.51537388
 0.4270906  0.42506794 0.46988742 0.42313031 0.5005141  0.55095438]"
2021-01-22 07:00:00,"[0.37520474 0.45138679 0.36080053 0.36617322 0.44917543 0.64246053
 0.56436048 0.54168729 0.50000291 0.64711077 0.58065819 0.50604161
 0.49569807 0.52875392 0.56086474 0.57272661 0.51542722 0.42712593
 0.42509134 0.46990292 0.42314058 0.50052091 0.55095889 0.70911811]"
2021-01-22 08:00:00,"[0.47050172 0.36950785 0.37314368 0.45412933 0.64554139 0.56638618
 0.54305677 0.50090808 0.64770708 0.58105387 0.50630402 0.49587175
 0.52886894 0.56094095 0.57277709 0.51546066 0.42714808 0.42510601
 0.46991264 0.42314701 0.50052517 0.55096171 0.70911998 0.55435353]"
2021-01-22 09:00:00,"[0.36955308 0.37316429 0.45414582 0.64555311 0.56639347 0.54306157
 0.50091132 0.64770922 0.58105528 0.50630496 0.49587238 0.52886935
 0.56094122 0.57277727 0.51546078 0.42714816 0.42510606 0.46991267
 0.42314703 0.50052518 0.55096172 0.70911999 0.55435353 0.42423102]"
2021-01-22 10:00:00,"[0.37473067 0.45485935 0.64612431 0.56679943 0.54331403 0.50107732
 0.64782144 0.58112946 0.50635382 0.4959048  0.52889086 0.56095546
 0.57278669 0.51546702 0.4271523  0.4251088  0.46991448 0.42314824
 0.50052598 0.55096225 0.70912034 0.55435376 0.42423118 0.52179255]"
2021-01-22 11:00:00,"[0.48447387 0.65961445 0.57759867 0.55098904 0.50585045 0.65095985
 0.58325117 0.50775619 0.49682865 0.52950389 0.56136201 0.57305578
 0.51564523 0.42727037 0.42518701 0.46996628 0.42318255 0.50054871
 0.5509773  0.70913031 0.55436037 0.42423555 0.52179544 0.53572489]"
2021-01-22 12:00:00,"[0.69079848 0.59180376 0.56236063 0.51393223 0.65598595 0.5865559
 0.50999035 0.49830534 0.5304767  0.56200753 0.57348388 0.51592857
 0.42745802 0.42531134 0.47004864 0.42323709 0.50058484 0.55100123
 0.70914616 0.55437087 0.42424251 0.52180005 0.53572794 0.60368367]"
2021-01-22 13:00:00,"[0.57918673 0.55661326 0.5093313  0.65271607 0.58452235 0.50865326
 0.4974014  0.52987924 0.56161394 0.5732227  0.51575537 0.42734337
 0.42523542 0.46999833 0.42320377 0.50056277 0.55098662 0.70913648
 0.55436445 0.42423826 0.52179724 0.53572608 0.60368243 0.67396308]"
2021-01-22 14:00:00,"[0.54596661 0.50448148 0.64883366 0.58176312 0.50693728 0.49627312
 0.52911646 0.56110977 0.57289057 0.51553497 0.42719721 0.42513868
 0.46993427 0.42316133 0.50053465 0.55096799 0.70912415 0.55435628
 0.42423285 0.52179365 0.53572371 0.60368086 0.67396204 0.74526834]"
2021-01-22 15:00:00,"[0.45994495 0.62854618 0.5655224  0.49539502 0.48909492 0.5243967
 0.55791898 0.57078159 0.51414562 0.42627529 0.42452727 0.46952959
 0.42289333 0.50035709 0.55085038 0.70904625 0.55430468 0.42419867
 0.52177101 0.53570871 0.60367093 0.67395546 0.74526398 0.690035  ]"
2021-01-22 16:00:00,"[0.62129623 0.56221987 0.49275125 0.487216   0.52322819 0.55715067
 0.57026217 0.5138023  0.42604912 0.42437719 0.46943007 0.42282745
 0.50031346 0.55082147 0.7090271  0.554292   0.42419027 0.52176545
 0.53570502 0.60366848 0.67395385 0.74526291 0.69003429 0.76031059]"
2021-01-22 17:00:00,"[0.49367574 0.46152772 0.46222065 0.50546402 0.54610303 0.5629982
 0.5088915  0.42280328 0.4222389  0.46801117 0.42188646 0.49969065
 0.55040901 0.70875382 0.55411098 0.42407038 0.52168603 0.53565242
 0.60363364 0.67393077 0.74524762 0.69002417 0.76030388 0.62522815]"
