,forecasts_24h
2021-01-23 11:00:00,"[0.61381703 0.67356676 0.74500014 0.69076846 0.76067097 0.62537296
 0.76643132 0.8398382  0.67257743 0.84923712 0.82783855 0.75339753
 0.77704085 0.85728138 0.91363517 0.92747857 0.90642343 0.86383185
 0.67812737 0.67260003 0.75260956 0.80856675 0.6304574  0.65041844]"
2021-01-23 12:00:00,"[0.64225114 0.73073511 0.67934889 0.75255509 0.62032564 0.76311264
 0.83759461 0.67109451 0.8482602  0.8271903  0.75296762 0.77675631
 0.85709294 0.91351032 0.92739587 0.90636866 0.86379556 0.67810334
 0.67258411 0.75259902 0.80855976 0.63045277 0.65041538 0.42542886]"
2021-01-23 13:00:00,"[0.77425564 0.69917356 0.76842531 0.63160459 0.77012709 0.84220671
 0.67421251 0.85032108 0.82854796 0.75386851 0.77735377 0.85748838
 0.9137722  0.92756939 0.90648359 0.86387169 0.67815376 0.67261751
 0.75262114 0.80857442 0.63046248 0.65042181 0.42543312 0.42718682]"
2021-01-23 14:00:00,"[0.68905472 0.76381593 0.62791465 0.76750465 0.8405758  0.67314017
 0.84959612 0.82806879 0.75355285 0.7771443  0.85734947 0.91368026
 0.9275085  0.90644325 0.86384496 0.67813607 0.67260579 0.75261337
 0.80856927 0.63045907 0.65041955 0.42543163 0.42718583 0.36197183]"
2021-01-23 15:00:00,"[0.79824337 0.64359719 0.78005898 0.84949814 0.67868903 0.85324457
 0.83053533 0.75518313 0.7782183  0.85806213 0.91415289 0.92782132
 0.90665041 0.86398222 0.67822698 0.67266601 0.75265326 0.80859569
 0.63047657 0.65043114 0.42543931 0.42719092 0.3619752  0.31804787]"
2021-01-23 16:00:00,"[0.61068494 0.76506664 0.83749634 0.67015936 0.84793992 0.82704745
 0.75282515 0.77665977 0.8570354  0.91347159 0.92736949 0.90635136
 0.86378418 0.67809576 0.67257909 0.75259569 0.80855756 0.63045131
 0.65041441 0.42542822 0.42718358 0.36197034 0.31804465 0.14948084]"
2021-01-23 17:00:00,"[0.84815757 0.87534629 0.70045935 0.86947408 0.84043968 0.76163072
 0.78261277 0.86097009 0.91606368 0.92908951 0.90749205 0.86453917
 0.67859576 0.67291037 0.75281513 0.8087029  0.63054758 0.65047818
 0.42547046 0.42721156 0.36198887 0.31805692 0.14948897 0.07026128]"
2021-01-23 18:00:00,"[0.86246976 0.69459377 0.86477852 0.83710254 0.75955533 0.78124817
 0.86004756 0.91545393 0.92868781 0.9072255  0.86436239 0.67847876
 0.67283288 0.75276379 0.80866889 0.63052506 0.65046326 0.42546058
 0.42720501 0.36198454 0.31805405 0.14948707 0.07026002 0.33554673]"
2021-01-23 19:00:00,"[0.73061877 0.88118878 0.85023944 0.76889171 0.78705452 0.86386531
 0.91803492 0.93039374 0.90834933 0.86510813 0.67897332 0.67316022
 0.75298057 0.80881252 0.6306202  0.65052628 0.42550232 0.42723266
 0.36200285 0.31806618 0.1494951  0.07026535 0.33555025 0.24558801]"
2021-01-23 20:00:00,"[0.99127634 0.90038701 0.8090363  0.81558524 0.88160874 0.92970145
 0.93828089 0.91356243 0.8685424  0.68125218 0.67467153 0.75398086
 0.80947497 0.63105911 0.650817   0.42569488 0.42736021 0.36208734
 0.31812214 0.14953217 0.0702899  0.33556652 0.24559878 0.29307908]"
2021-01-23 21:00:00,"[0.8485636  0.78542947 0.79668728 0.86817798 0.92134878 0.9327889
 0.90984957 0.86608836 0.6796355  0.67359876 0.75326942 0.80900409
 0.63074726 0.65061039 0.42555802 0.42726956 0.3620273  0.31808237
 0.14950583 0.07027245 0.33555496 0.24559113 0.29307401 0.3714601 ]"
2021-01-23 22:00:00,"[0.81334754 0.80940465 0.8783586  0.92858414 0.93728862 0.91280819
 0.86808853 0.68095754 0.67446969 0.75384733 0.80938735 0.63100093
 0.65077838 0.42566932 0.42734329 0.36207613 0.31811472 0.14952725
 0.07028664 0.33556436 0.24559735 0.29307813 0.37146283 0.27573785]"
2021-01-23 23:00:00,"[0.85317208 0.89829574 0.9445444  0.94863155 0.91986243 0.87272679
 0.68409323 0.67654225 0.7552127  0.81029336 0.63160178 0.65117607
 0.42593269 0.42751779 0.36219171 0.31819127 0.14957796 0.07032023
 0.33558661 0.24561209 0.29308789 0.3714693  0.27574214 0.30311882]"
2021-01-24 00:00:00,"[0.92636726 0.95733166 0.95886813 0.92713755 0.87725123 0.68706811
 0.67855342 0.75654199 0.81116907 0.63218288 0.65156144 0.42618776
 0.42768671 0.36230363 0.31826541 0.14962706 0.07035276 0.33560815
 0.24562636 0.29309734 0.37147556 0.27574628 0.30312157 0.34952373]"
2021-01-24 01:00:00,"[0.92919345 0.94605048 0.91687666 0.86995882 0.68253292 0.67557147
 0.75452605 0.80983661 0.63130508 0.65097897 0.42580147 0.42743103
 0.36213431 0.31815322 0.14955275 0.07030354 0.33557555 0.24560477
 0.29308304 0.37146609 0.27574001 0.30311741 0.34952097 0.29675849]"
2021-01-24 02:00:00,"[0.94206394 0.91506069 0.86850509 0.68149975 0.67492894 0.75410358
 0.809551   0.6311163  0.6508546  0.42571895 0.42737631 0.36209809
 0.31812923 0.14953686 0.07029301 0.33556858 0.24560015 0.29307998
 0.37146406 0.27573867 0.30311652 0.34952039 0.2967581  0.294576  ]"
2021-01-24 03:00:00,"[0.88127858 0.85311651 0.66918074 0.66617384 0.74865872 0.80597094
 0.628696   0.64925488 0.42466509 0.426677   0.36163432 0.31782228
 0.14933358 0.07015832 0.33547936 0.24554106 0.29304084 0.37143813
 0.27572149 0.30310514 0.34951285 0.29675311 0.2945727  0.29661856]"
2021-01-24 04:00:00,"[0.79985668 0.64491959 0.64675207 0.7348557  0.79738675 0.62305179
 0.64543912 0.42214302 0.42501551 0.36053182 0.31709111 0.14884964
 0.06983783 0.33526702 0.2454004  0.29294768 0.37137643 0.27568062
 0.30307807 0.34949492 0.29674123 0.29456483 0.29661335 0.39223405]"
2021-01-24 05:00:00,"[0.59578625 0.62437063 0.71693871 0.78465317 0.61513269 0.64023221
 0.41862289 0.42268885 0.35899906 0.31607403 0.14817513 0.06939139
 0.33497136 0.24520451 0.29281793 0.37129048 0.27562369 0.30304036
 0.34946994 0.29672469 0.29455387 0.29660609 0.39222924 0.38237037]"
2021-01-24 06:00:00,"[0.67680719 0.74082484 0.80377471 0.62872235 0.6486837  0.42417986
 0.42644564 0.36148214 0.31770984 0.14926059 0.07011125 0.33544782
 0.24552005 0.29302699 0.37142896 0.27571541 0.30310112 0.34951018
 0.29675135 0.29457152 0.29661779 0.39223698 0.3823755  0.430916  ]"
2021-01-24 07:00:00,"[0.73552299 0.80135959 0.62678898 0.64730965 0.42332533 0.42588377
 0.36110229 0.31745877 0.14909519 0.0700015  0.33537503 0.24547187
 0.29299508 0.37140782 0.27570141 0.30309184 0.34950404 0.29674728
 0.29456883 0.296616   0.3922358  0.38237471 0.43091548 0.57343344]"
2021-01-24 08:00:00,"[0.80892872 0.6302369  0.65006981 0.42528698 0.42710373 0.36190443
 0.31800106 0.14945362 0.07023763 0.33553172 0.24557579 0.29306386
 0.37145337 0.27573159 0.30311183 0.34951728 0.29675605 0.29457464
 0.29661985 0.39223835 0.3823764  0.4309166  0.57343418 0.66441677]"
2021-01-24 09:00:00,"[0.56098277 0.61852286 0.40003272 0.40915556 0.35074236 0.31066184
 0.14449195 0.06695817 0.33337127 0.2441422  0.29211312 0.37082411
 0.27531485 0.30283572 0.34933439 0.29663491 0.2944944  0.2965667
 0.39220315 0.38235308 0.43090115 0.57342395 0.66440999 0.6291448 ]"
2021-01-24 10:00:00,"[0.62251979 0.40185342 0.41061308 0.35177822 0.31130605 0.14491552
 0.06724452 0.33356054 0.24426688 0.29219586 0.37087898 0.27535117
 0.30285977 0.34935032 0.29664547 0.29450139 0.29657133 0.39220621
 0.38235511 0.4309025  0.57342484 0.66441058 0.62914519 0.47129051]"
2021-01-24 11:00:00,"[0.35317301 0.38843797 0.33402639 0.29868985 0.13706943 0.06208561
 0.33007287 0.24196167 0.29067723 0.36987127 0.27468287 0.30241745
 0.34905739 0.29645138 0.29437283 0.29648618 0.39214981 0.38231775
 0.43087775 0.57340845 0.66439973 0.629138   0.47128575 0.43126457]"
2021-01-24 12:00:00,"[0.42163486 0.34914839 0.31079545 0.14567286 0.06743614 0.33359091
 0.24434004 0.29224924 0.37090688 0.27537006 0.30287318 0.34935903
 0.29665114 0.29450519 0.29657385 0.39220788 0.38235622 0.43090323
 0.57342533 0.6644109  0.6291454  0.47129065 0.43126782 0.41979524]"
2021-01-24 13:00:00,"[0.38243186 0.32595688 0.15781004 0.07606202 0.33895539 0.24786726
 0.29463381 0.37248299 0.27640837 0.30356216 0.34981595 0.29695357
 0.29470547 0.29670655 0.39229577 0.38241443 0.43094179 0.57345087
 0.66442782 0.62915661 0.47129807 0.43127274 0.41979849 0.617593  ]"
2021-01-24 14:00:00,"[0.348982   0.16829854 0.08445837 0.34492267 0.25157835 0.2970739
 0.37413261 0.2774987  0.30428045 0.35029258 0.29726966 0.29491468
 0.2968451  0.39238757 0.38247524 0.43098207 0.57347755 0.66444549
 0.62916831 0.47130583 0.43127787 0.41980189 0.61759526 0.42955649]"
2021-01-24 15:00:00,"[0.13705045 0.0702241  0.33352772 0.24347997 0.29203747 0.37082109
 0.27525995 0.30280073 0.34931777 0.29662281 0.2944857  0.29656117
 0.39219954 0.38235066 0.43089954 0.57342289 0.66440929 0.62914433
 0.47128994 0.43126735 0.41979493 0.61759064 0.42955343 0.57255098]"
2021-01-24 16:00:00,"[0.15490772 0.37210318 0.27436075 0.31398441 0.38447002 0.28423431
 0.30886783 0.35332788 0.29926459 0.29623869 0.29772373 0.392969
 0.38286024 0.43123717 0.57364653 0.66455741 0.62924245 0.47135493
 0.4313104  0.41982344 0.61760953 0.42956594 0.57255927 0.80222008]"
2021-01-24 17:00:00,"[0.43976155 0.30518079 0.33865675 0.40200462 0.29513918 0.31603793
 0.35817522 0.30246849 0.29834935 0.29912429 0.39389783 0.383475
 0.4316443  0.57391628 0.66473609 0.62936079 0.47143332 0.43136232
 0.41985783 0.61763231 0.42958103 0.57256926 0.8022267  0.77370257]"
2021-01-24 18:00:00,"[0.25722488 0.31681166 0.38451699 0.28271074 0.30830861 0.35309309
 0.29903272 0.29607844 0.29762826 0.39290512 0.38281665 0.43120856
 0.5736277  0.66454489 0.62923415 0.47134944 0.43130676 0.41982103
 0.61760793 0.42956489 0.57255857 0.80221961 0.77369788 0.59996773]"
2021-01-24 19:00:00,"[0.31047129 0.3816288  0.28039866 0.30666542 0.35207118 0.2983608
 0.29562419 0.29732802 0.39270733 0.38268541 0.43112152 0.57357009
 0.66450674 0.62920887 0.4713327  0.43129567 0.41981368 0.61760307
 0.42956166 0.57255643 0.8022182  0.77369695 0.59996711 0.49533536]"
2021-01-24 20:00:00,"[0.36795263 0.27416883 0.30167826 0.34852681 0.29615653 0.29417486
 0.2963482  0.39205971 0.38225877 0.43083842 0.57338234 0.66438247
 0.62912657 0.47127817 0.43125956 0.41978976 0.61758722 0.42955117
 0.57254948 0.80221359 0.77369389 0.59996509 0.49533402 0.4324069 ]"
2021-01-24 21:00:00,"[0.24069096 0.28642827 0.33631875 0.28748028 0.28877904 0.29280038
 0.38966121 0.38067345 0.42979405 0.57268934 0.66392288 0.62882238
 0.47107672 0.43112608 0.41970135 0.61752866 0.42951238 0.57252379
 0.80219658 0.77368262 0.59995762 0.49532907 0.43240363 0.48912881]"
2021-01-24 22:00:00,"[0.32205056 0.35254557 0.30047033 0.29801105 0.29854182 0.39343628
 0.38322559 0.43148091 0.57380061 0.66466028 0.62931141 0.47140039
 0.43134044 0.41984337 0.61762274 0.42957469 0.57256506 0.80222391
 0.77370073 0.59996961 0.49533702 0.43240889 0.4891323  0.43429868]"
2021-01-24 23:00:00,"[0.37894809 0.31249732 0.30763901 0.3053844  0.39769172 0.3860236
 0.4333725  0.57505087 0.66548393 0.62985796 0.47176285 0.43158034
 0.42000225 0.617728   0.42964441 0.57261124 0.8022545  0.77372099
 0.59998304 0.49534591 0.43241478 0.4891362  0.43430126 0.45069314]"
2021-01-25 00:00:00,"[0.31940336 0.31078488 0.30790276 0.39948152 0.38713668 0.43410437
 0.57554565 0.66581096 0.6300734  0.47190581 0.43167515 0.420065
 0.61776956 0.42967195 0.57262948 0.80226658 0.773729   0.59998834
 0.49534942 0.4324171  0.48913774 0.43430228 0.45069382 0.21182665]"
2021-01-25 01:00:00,"[0.32319386 0.31355536 0.40400659 0.39035264 0.43610439 0.57686069
 0.66669999 0.63066101 0.47229292 0.43193202 0.42023536 0.61788231
 0.42974662 0.57267895 0.80229935 0.7737507  0.60000271 0.49535894
 0.43242341 0.48914192 0.43430505 0.45069565 0.21182787 0.0995597 ]"
2021-01-25 02:00:00,"[0.27528683 0.38657434 0.37639762 0.42618657 0.57069274 0.66264448
 0.62791929 0.47048075 0.4307382  0.41944318 0.61735695 0.4293989
 0.57244867 0.80214678 0.77364964 0.59993578 0.4953146  0.43239404
 0.48912247 0.43429216 0.45068712 0.21182221 0.09955595 0.26361387]"
2021-01-25 03:00:00,"[0.38616808 0.37621256 0.42603842 0.57058745 0.662579   0.62787623
 0.47045165 0.43071896 0.41943051 0.61734854 0.42939332 0.57244498
 0.80214434 0.77364802 0.5999347  0.49531389 0.43239357 0.48912215
 0.43429196 0.45068698 0.21182212 0.09955589 0.26361384 0.39536067]"
2021-01-25 04:00:00,"[0.34346269 0.41112006 0.55864487 0.65409142 0.62259775 0.46698098
 0.42837262 0.41787967 0.61632688 0.42871538 0.57199538 0.80184676
 0.77345095 0.59980413 0.49522741 0.43233629 0.48908421 0.43426682
 0.45067033 0.21181109 0.09954859 0.263609   0.39535747 0.37923144]"
2021-01-25 05:00:00,"[0.46733439 0.58425187 0.67459057 0.63716648 0.47604135 0.43432994
 0.42190711 0.61898886 0.43046904 0.57315904 0.80261848 0.77396173
 0.6001424  0.49545153 0.43248474 0.48918254 0.43433195 0.45071347
 0.21183967 0.09956752 0.26362153 0.39536577 0.37923694 0.52806028]"
2021-01-25 06:00:00,"[0.60133069 0.68237039 0.64339445 0.48046757 0.43708262 0.42371704
 0.62021246 0.43127779 0.57369183 0.80297202 0.77419619 0.60029758
 0.4955543  0.43255283 0.48922764 0.43436183 0.45073326 0.21185278
 0.0995762  0.26362729 0.39536958 0.37923946 0.52806195 0.58882903]"
2021-01-25 07:00:00,"[0.5909469  0.60174881 0.44712902 0.41338896 0.4089818  0.61052385
 0.42472781 0.56936256 0.80011999 0.77230369 0.5990425  0.4947236
 0.4320027  0.48886314 0.43412039 0.45057335 0.21174685 0.09950604
 0.26358081 0.3953388  0.37921907 0.52804845 0.58882009 0.69628658]"
2021-01-25 08:00:00,"[0.50806557 0.40445401 0.37922637 0.38470249 0.59542439 0.41479972
 0.56265068 0.79568371 0.76938115 0.59710322 0.49343749 0.43115146
 0.4882994  0.43374688 0.45032594 0.21158299 0.09939749 0.26350891
 0.39529117 0.37918752 0.52802755 0.58880625 0.69627741 0.77121352]"
2021-01-25 09:00:00,"[0.42074047 0.38664525 0.39064152 0.59964526 0.4174247  0.56437664
 0.79685054 0.77015238 0.59761129 0.49377463 0.43137504 0.48844739
 0.43384488 0.45039088 0.211626   0.09942598 0.26352778 0.39530367
 0.3791958  0.52803303 0.58880988 0.69627982 0.77121512 0.86039879]"
2021-01-25 10:00:00,"[0.38195238 0.3885038  0.59793395 0.41620848 0.56362026 0.79635321
 0.76981617 0.59738906 0.49362823 0.4312779  0.48838296 0.43380224
 0.45036264 0.21160729 0.09941359 0.26351957 0.39529823 0.3791922
 0.52803065 0.5888083  0.69627877 0.77121442 0.86039833 0.9362736 ]"
2021-01-25 11:00:00,"[0.3861503  0.59686187 0.41535025 0.56301032 0.79597389 0.76956675
 0.59722045 0.49351678 0.43120448 0.48833424 0.43376993 0.45034125
 0.21159313 0.0994042  0.26351336 0.39529412 0.37918948 0.52802884
 0.5888071  0.69627798 0.7712139  0.86039798 0.93627337 0.97316347]"
2021-01-25 12:00:00,"[0.64357216 0.43662793 0.58004372 0.8080795  0.77709531 0.60217057
 0.49686331 0.4334164  0.48979141 0.43473686 0.4509825  0.21201755
 0.09968528 0.26369959 0.39541747 0.37927118 0.52808296 0.58884295
 0.69630172 0.77122963 0.8604084  0.93628027 0.97316804 0.90954205]"
2021-01-25 13:00:00,"[0.38462934 0.55635709 0.78911767 0.76361916 0.59378967 0.49135276
 0.42969099 0.48732907 0.43311472 0.44990611 0.2113037  0.09921281
 0.26338669 0.39521016 0.37913386 0.52799201 0.5887827  0.69626182
 0.77120319 0.86039089 0.93626867 0.97316036 0.90953696 0.95860197]"
2021-01-25 14:00:00,"[0.54491518 0.7839056  0.75944674 0.59082434 0.4895086  0.42847844
 0.48650932 0.43257289 0.44954917 0.21106685 0.09905573 0.26328272
 0.39514131 0.37908824 0.52796179 0.58876269 0.69624856 0.77119441
 0.86038508 0.93626482 0.97315781 0.90953527 0.95860085 0.75763704]"
2021-01-25 15:00:00,"[0.77067396 0.75341941 0.58599928 0.48607944 0.42634582 0.4851071
 0.43162492 0.4489226  0.21065408 0.09878183 0.26310108 0.39502108
 0.37900862 0.52790904 0.58872775 0.69622542 0.77117908 0.86037492
 0.9362581  0.97315335 0.90953232 0.95859889 0.75763574 0.6874945 ]"
2021-01-25 16:00:00,"[0.66828528 0.5472186  0.45503437 0.40428213 0.47138555 0.42260283
 0.44282322 0.20662263 0.096126   0.26133876 0.39385234 0.37823506
 0.52739675 0.58838832 0.69600059 0.77103017 0.86027628 0.93619276
 0.97311007 0.90950365 0.95857991 0.75762317 0.68748616 0.72308394]"
2021-01-25 17:00:00,"[0.48742492 0.42779689 0.38247773 0.45588919 0.41296554 0.43648658
 0.20233875 0.09329452 0.25947345 0.39261458 0.3774142  0.52685344
 0.58802852 0.69576219 0.77087226 0.8601717  0.93612348 0.97306418
 0.90947326 0.95855977 0.75760983 0.68747733 0.72307809 0.81698544]"
2021-01-25 18:00:00,"[0.38567593 0.3632906  0.44052933 0.40204931 0.42969771 0.19787498
 0.09027679 0.25747885 0.39130058 0.37654228 0.52627519 0.58764579
 0.69550873 0.77070433 0.86006046 0.93604981 0.97301538 0.90944093
 0.95853836 0.75759565 0.68746794 0.72307187 0.81698132 0.82049288]"
2021-01-25 19:00:00,"[0.34873856 0.43390052 0.39674276 0.42592634 0.19552955 0.08873464
 0.25643628 0.39061149 0.37608831 0.52597396 0.58744602 0.69537651
 0.77061676 0.86000244 0.93601138 0.97298993 0.90942407 0.95852719
 0.75758825 0.68746304 0.72306862 0.81697917 0.82049146 0.68547907]"
2021-01-25 20:00:00,"[0.50273402 0.4280981  0.45102721 0.2133687  0.09982892 0.26373091
 0.39554302 0.37934786 0.52812128 0.5888709  0.69632147 0.77124221
 0.86041665 0.93628581 0.97317171 0.90954447 0.95860694 0.75764108
 0.68749803 0.7230918  0.81699452 0.82050162 0.68548581 0.58643999]"
2021-01-25 21:00:00,"[0.4471721  0.45971588 0.22032424 0.10477221 0.26680518 0.39756439
 0.3807144  0.52902451 0.58946593 0.69671631 0.77150406 0.86058996
 0.93640059 0.97324776 0.90959484 0.95864031 0.75766318 0.68751267
 0.7231015  0.81700095 0.82050588 0.68548863 0.58644186 0.46228737]"
2021-01-25 22:00:00,"[0.48989924 0.2340735  0.11577889 0.27462761 0.40242921 0.38391309
 0.53118698 0.59089523 0.69765791 0.77212887 0.86100432 0.93667484
 0.97342938 0.90971518 0.95872002 0.75771597 0.68754764 0.72312466
 0.81701629 0.82051604 0.68549536 0.58644632 0.46229032 0.58351299]"
2021-01-25 23:00:00,"[0.21372525 0.10650977 0.26720741 0.39715568 0.38063345 0.52903057
 0.5894374  0.69669433 0.77149408 0.86058311 0.9363955  0.97324449
 0.90959273 0.95863889 0.75766223 0.68751205 0.72310109 0.81700067
 0.8205057  0.68548851 0.58644178 0.46228732 0.583511   0.48233339]"
2021-01-26 00:00:00,"[0.22542989 0.32137844 0.44052116 0.41145325 0.5481976  0.60203997
 0.70521429 0.77712543 0.86429292 0.93885719 0.97487706 0.91067328
 0.95935449 0.75813636 0.6878261  0.72330909 0.81713846 0.82059697
 0.68554896 0.58648182 0.46231384 0.58352857 0.48234502 0.43444975]"
2021-01-26 01:00:00,"[0.431616   0.49073707 0.45165254 0.57676719 0.61980757 0.71689673
 0.78502333 0.86951312 0.94229615 0.97715902 0.91218665 0.96035614
 0.75879971 0.68826561 0.72360022 0.81733128 0.82072469 0.68563356
 0.58653786 0.46235096 0.58355316 0.48236131 0.43446054 0.39534112]"
2021-01-26 02:00:00,"[0.4419141  0.42941248 0.55896338 0.60715442 0.70902766 0.77984932
 0.86601523 0.93998419 0.97563594 0.91117599 0.95968589 0.75835609
 0.68797182 0.72340556 0.81720234 0.82063929 0.685577   0.58650039
 0.46232614 0.58353672 0.48235042 0.43445333 0.39533635 0.36732494]"
2021-01-26 03:00:00,"[0.42133803 0.55528527 0.60420999 0.70693505 0.77854791 0.86515954
 0.9394057  0.97525359 0.9109241  0.95951875 0.75824524 0.68789845
 0.72335697 0.81717015 0.82061797 0.68556287 0.58649104 0.46231994
 0.58353261 0.4823477  0.43445153 0.39533515 0.36732415 0.57876308]"
2021-01-26 04:00:00,"[0.62460497 0.63578681 0.73221321 0.79651307 0.87633218 0.94675186
 0.98021995 0.91420667 0.96168123 0.75968019 0.68885009 0.72398684
 0.81758728 0.82089434 0.68574594 0.58661229 0.46240026 0.58358581
 0.48238294 0.43447487 0.39535061 0.36733439 0.57876986 0.57155841]"
2021-01-26 05:00:00,"[0.65008947 0.73872843 0.80172869 0.88003891 0.9490571  0.98173568
 0.91523138 0.96235852 0.76012637 0.68914616 0.72418319 0.81771724
 0.82098041 0.68580296 0.58665006 0.46242528 0.58360238 0.48239392
 0.43448214 0.39535543 0.36733758 0.57877198 0.57155981 0.44861146]"
2021-01-26 06:00:00,"[0.79096544 0.82552393 0.89908769 0.96259505 0.99015501 0.9207672
 0.96610101 0.76260001 0.69077574 0.72526451 0.81843436 0.82145505
 0.6861173  0.58685832 0.46256323 0.58369375 0.48245444 0.43452223
 0.39538198 0.36735517 0.57878363 0.57156752 0.44861658 0.44147252]"
2021-01-26 07:00:00,"[0.81435737 0.89400105 0.95852304 0.98726104 0.91896742 0.96491763
 0.76179999 0.69024695 0.72491616 0.81820321 0.82130175 0.68601583
 0.58679113 0.46251871 0.58366426 0.48243491 0.43450929 0.39537341
 0.3673495  0.57877987 0.57156503 0.44861493 0.44147143 0.63365414]"
2021-01-26 08:00:00,"[0.92698879 0.97354976 0.99929037 0.92751665 0.97023445 0.76529586
 0.69261034 0.72647827 0.81923229 0.82198461 0.6864687  0.58709087
 0.46271721 0.58379578 0.48252202 0.43456699 0.39541163 0.36737481
 0.57879664 0.57157614 0.44862228 0.44147631 0.63365737 0.83093602]"
2021-01-26 09:00:00,"[0.94508659 0.9863247  0.91713725 0.96285783 0.76070829 0.68959395
 0.72443904 0.81788444 0.82109668 0.6858795  0.58670012 0.46245858
 0.58362451 0.48240854 0.43449182 0.39536185 0.36734184 0.57877479
 0.57156167 0.4486127  0.44146996 0.63365317 0.83093324 0.87461032]"
2021-01-26 10:00:00,"[0.99965793 0.92321086 0.96771993 0.76416379 0.69174294 0.72585203
 0.81883969 0.82172806 0.68629544 0.58697612 0.46264163 0.58374566
 0.48248878 0.43454498 0.39539706 0.36736516 0.57879024 0.57157191
 0.44861948 0.44147445 0.63365614 0.83093521 0.87461162 0.89778927]"
2021-01-26 11:00:00,"[0.91313799 0.96313149 0.76049061 0.68913242 0.72422853 0.81777222
 0.82100639 0.68581845 0.58666189 0.46243311 0.58360737 0.48239725
 0.43448437 0.3953569  0.36733856 0.57877262 0.57156023 0.44861175
 0.44146933 0.63365275 0.83093296 0.87461013 0.89778828 0.95507634]"
2021-01-26 12:00:00,"[0.98547986 0.77067084 0.69728199 0.73002042 0.82137423 0.82337477
 0.68741958 0.58772017 0.46313029 0.58406999 0.48270405 0.43468743
 0.39549138 0.36742766 0.57883164 0.57159932 0.44863764 0.44148648
 0.63366411 0.83094049 0.87461512 0.89779159 0.95507852 0.83333313]"
2021-01-26 13:00:00,"[0.68855993 0.65987846 0.70007781 0.80009405 0.81014049 0.67871787
 0.58183739 0.45924201 0.58150847 0.48100432 0.4335602  0.39474529
 0.36693356 0.57850427 0.57138248 0.44849402 0.44139134 0.63360109
 0.83089874 0.87458747 0.89777327 0.95506639 0.83332509 0.72936011]"
2021-01-26 14:00:00,"[0.59204735 0.66917908 0.77535872 0.79256112 0.66778515 0.57464898
 0.45438229 0.5782964  0.47888827 0.43215606 0.39381409 0.36631722
 0.5780961  0.57111204 0.44831488 0.4412727  0.6335225  0.83084669
 0.87455299 0.89775043 0.95505126 0.83331507 0.72935347 0.78588592]"
2021-01-26 15:00:00,"[0.6928153  0.78612559 0.80118032 0.67391081 0.57845856 0.45688714
 0.5799898  0.48000754 0.43289342 0.39430337 0.36664171 0.57831086
 0.57125427 0.44840912 0.44133512 0.63356384 0.83087407 0.87457113
 0.89776245 0.95505922 0.83332034 0.72935696 0.78588824 0.62981821]"
2021-01-26 16:00:00,"[0.7724541  0.79495262 0.66892535 0.57491541 0.45468363 0.57854096
 0.47902806 0.43224601 0.39387688 0.3663587  0.57812318 0.57113005
 0.44832685 0.44128061 0.63352774 0.83085016 0.87455529 0.89775195
 0.95505227 0.83331574 0.72935391 0.78588622 0.62981687 0.37506242]"
2021-01-26 17:00:00,"[0.78577569 0.66474504 0.57156894 0.4523053  0.57706186 0.47805553
 0.43158854 0.39344231 0.36607242 0.57793321 0.57100407 0.44824347
 0.44122539 0.63349115 0.83082592 0.87453924 0.89774132 0.95504523
 0.83331107 0.72935082 0.78588417 0.62981552 0.37506152 0.32700571]"
2021-01-26 18:00:00,"[0.68192118 0.5793931  0.45856877 0.5815133  0.48082391 0.43340878
 0.39467289 0.36688578 0.57846904 0.57135962 0.44847927 0.44138146
 0.63359451 0.8308944  0.8745846  0.89777137 0.95506513 0.83332426
 0.72935955 0.78588995 0.62981935 0.37506406 0.32700739 0.68680901]"
2021-01-26 19:00:00,"[0.61755021 0.47595027 0.5954277  0.49071285 0.43955878 0.39871659
 0.36961952 0.58027593 0.57254996 0.44926913 0.44190529 0.63394122
 0.83112401 0.87473673 0.89787213 0.95513187 0.83336847 0.72938884
 0.78590935 0.6298322  0.37507257 0.32701303 0.68681274 0.52063709]"
2021-01-26 20:00:00,"[0.37348366 0.54875165 0.45334732 0.41300314 0.38220148 0.35876061
 0.57293477 0.56769776 0.4460726  0.43978418 0.63253453 0.83019297
 0.87412014 0.89746361 0.95486127 0.83318924 0.72927012 0.78583071
 0.62978011 0.37503807 0.32699018 0.68679761 0.52062706 0.34484741]"
2021-01-26 21:00:00,"[0.62771385 0.48931653 0.44179754 0.40266562 0.37148739 0.5813028
 0.57335495 0.44981178 0.44224748 0.63416908 0.83127698 0.87483761
 0.89793876 0.95517609 0.83339777 0.72940824 0.7859222  0.62984071
 0.37507821 0.32701677 0.68681522 0.52063873 0.34485513 0.48590535]"
2021-01-26 22:00:00,"[0.49943082 0.44640484 0.40635391 0.37410865 0.58293298 0.57442682
 0.45053641 0.44272643 0.63448461 0.83148635 0.87497646 0.89803066
 0.95523695 0.83343809 0.72943495 0.78593989 0.62985243 0.37508597
 0.32702191 0.68681862 0.52064098 0.34485663 0.48590634 0.50933555]"
2021-01-26 23:00:00,"[0.43388778 0.40065208 0.36954417 0.57968901 0.57240937 0.44920991
 0.44182965 0.63389187 0.83109587 0.87471736 0.89785882 0.95512322
 0.83336277 0.72938504 0.78590683 0.62983053 0.37507147 0.3270123
 0.68681226 0.52063677 0.34485384 0.48590449 0.50933432 0.57516392]"
